1,165
2,166
3,174
4,173
5,172
6,166
7,172
8,166
9,172
10,166
11,170
12,165
13,165
14,159
15,161
16,159
17,159
18,159
19,159
20,159
21,159
22,159
23,165.95
24,165
25,163
26,162
27,160.97
28,165.95
29,157
30,156.93
31,154.98
32,154.55
33,154.99
34,149.99
35,154.54
36,158
37,159
38,154.54
39,152
40,158
41,159
42,158
43,159
44,158
45,159
46,162
47,159
48,159
49,159
50,158.99
51,160.04
52,157.99
53,157.99
54,157.99
55,158.99
56,159
57,159
58,144.99
59,156.99
60,157.95
